CN,INVYR,LICHEN_REGION,LICH_SPPCD,MEASYEAR,LICHEN_REGION_DESCR,SPP_ACRONYM,GENUS,SUM_ABUNDANCE,FREQUENCY_PCT,SPECIES,PLOTS_IN_REGION,CREATED_DATE,MODIFIED_DATE
43859569020004,2005,3,202,2005,Interior West                           ,Aleims,Alectoria                               ,15.0,2,imshaugii                               ,265,2012-06-19 19:10:45,
43859570020004,2005,3,205,2005,Interior West                           ,Alesar,Alectoria                               ,48.0,6,sarmentosa                              ,265,2012-06-19 19:10:45,
43859571020004,2005,3,600,2005,Interior West                           ,Bry   ,Bryoria                                 ,1.0,0,,265,2012-06-19 19:10:45,
43859572020004,2005,3,603,2005,Interior West                           ,Brycap,Bryoria                                 ,33.0,4,capillaris                              ,265,2012-06-19 19:10:45,
43859573020004,2005,3,607,2005,Interior West                           ,Bryfre,Bryoria                                 ,27.0,3,fremontii                               ,265,2012-06-19 19:10:45,
43859574020004,2005,3,610,2005,Interior West                           ,Bryfus,Bryoria                                 ,100.0,14,fuscescens                              ,265,2012-06-19 19:10:45,
43859575020004,2005,3,618,2005,Interior West                           ,Brypse,Bryoria                                 ,21.0,3,pseudofuscescens                        ,265,2012-06-19 19:10:45,
43859576020004,2005,3,620,2005,Interior West                           ,Brysim,Bryoria                                 ,3.0,0,simplicior                              ,265,2012-06-19 19:10:45,
175531924010661,2003,1,5201,2003,Northeastern                            ,Popamb,Parmeliopsis                            ,6.0,2,ambigua                                 ,115,2009-01-12 12:44:34,
175531925010661,2003,1,5202,2003,Northeastern                            ,Pophyp,Parmeliopsis                            ,1.0,1,hyperopta                               ,115,2009-01-12 12:44:34,
175531928010661,2003,1,5303,2003,Northeastern                            ,Pmochi,Parmotrema                              ,2.0,1,chinense                                ,115,2009-01-12 12:44:34,
175531929010661,2003,1,5314,2003,Northeastern                            ,Pmohyp,Parmotrema                              ,9.0,3,hypotropum                              ,115,2009-01-12 12:44:34,
175531935010661,2003,1,5612,2003,Northeastern                            ,Phaorb,Phaeophyscia                            ,2.0,1,orbicularis                             ,115,2009-01-12 12:44:34,
175531936010661,2003,1,5613,2003,Northeastern                            ,Phapus,Phaeophyscia                            ,140.0,44,pusilloides                             ,115,2009-01-12 12:44:34,
43859577020004,2005,3,1005,2005,Interior West                           ,Cetchl,Cetraria                                ,43.0,6,chlorophylla                            ,265,2012-06-19 19:10:45,
43859578020004,2005,3,1008,2005,Interior West                           ,Cetfen,Tuckermanella                           ,16.0,2,fendleri                                ,265,2012-06-19 19:10:45,
43859579020004,2005,3,1011,2005,Interior West                           ,Cetmer,Cetraria                                ,8.0,2,merrillii                               ,265,2012-06-19 19:10:45,
43859580020004,2005,3,1013,2005,Interior West                           ,Cetorb,Cetraria                                ,51.0,7,orbata                                  ,265,2012-06-19 19:10:45,
43859581020004,2005,3,1014,2005,Interior West                           ,Cetpal,Cetraria                                ,3.0,0,pallidula                               ,265,2012-06-19 19:10:45,
43859582020004,2005,3,1016,2005,Interior West                           ,Cetpla,Cetraria                                ,46.0,7,platyphylla                             ,265,2012-06-19 19:10:45,
43859583020004,2005,3,1208,2005,Interior West                           ,Clacar,Cladonia                                ,9.0,1,carneola                                ,265,2012-06-19 19:10:45,
43859584020004,2005,3,1210,2005,Interior West                           ,Clachl,Cladonia                                ,3.0,0,chlorophaea                             ,265,2012-06-19 19:10:45,
43859585020004,2005,3,1211,2005,Interior West                           ,Clacon,Cladonia                                ,1.0,0,coniocraea                              ,265,2012-06-19 19:10:45,
43859586020004,2005,3,1217,2005,Interior West                           ,Clafim,Cladonia                                ,2.0,0,fimbriata                               ,265,2012-06-19 19:10:45,
43859587020004,2005,3,1228,2005,Interior West                           ,Claoch,Cladonia                                ,14.0,2,ochrochlora                             ,265,2012-06-19 19:10:45,
43859588020004,2005,3,1239,2005,Interior West                           ,Clasul,Cladonia                                ,6.0,1,sulphurina                              ,265,2012-06-19 19:10:45,
43859589020004,2005,3,1248,2005,Interior West                           ,Claver,Cladonia                                ,2.0,0,verruculosa                             ,265,2012-06-19 19:10:45,
43859590020004,2005,3,2301,2005,Interior West                           ,Essida,Esslingeriana                           ,10.0,2,idahoensis                              ,265,2012-06-19 19:10:45,
43859591020004,2005,3,2404,2005,Interior West                           ,Evepru,Evernia                                 ,22.0,5,prunastri                               ,265,2012-06-19 19:10:45,
43859592020004,2005,3,2702,2005,Interior West                           ,Fpufla,Flavopunctelia                          ,3.0,0,flaventior                              ,265,2012-06-19 19:10:45,
43859593020004,2005,3,2703,2005,Interior West                           ,Fpupra,Flavopunctelia                          ,2.0,0,praesignis                              ,265,2012-06-19 19:10:45,
43859594020004,2005,3,2704,2005,Interior West                           ,Fpusor,Flavopunctelia                          ,55.0,8,soredica                                ,265,2012-06-19 19:10:45,
175531943010661,2003,1,5801,2003,Northeastern                            ,Pclchl,Physciella                              ,3.0,1,chloantha                               ,115,2009-01-12 12:44:34,
175531946010661,2003,1,6100,2003,Northeastern                            ,Pla   ,Platismatia                             ,3.0,1,,115,2009-01-12 12:44:34,
175532127010661,2004,1,301,2004,Northeastern                            ,Anapal,Anaptychia                              ,1.0,1,palmulata                               ,121,2009-01-12 12:44:43,
175532136010661,2004,1,1207,2004,Northeastern                            ,Clacae,Cladonia                                ,12.0,3,caespiticia                             ,121,2009-01-12 12:44:43,
175532157010661,2004,1,4201,2004,Northeastern                            ,Myeaur,Myelochroa                              ,44.0,13,aurulenta                               ,121,2009-01-12 12:44:43,
175532164010661,2004,1,5300,2004,Northeastern                            ,Pmo   ,Parmotrema                              ,1.0,1,,121,2009-01-12 12:44:43,
175532169010661,2004,1,5614,2004,Northeastern                            ,Pharub,Phaeophyscia                            ,110.0,31,rubropulchra                            ,121,2009-01-12 12:44:43,
175532175010661,2004,1,5901,2004,Northeastern                            ,Phodet,Physconia                               ,35.0,11,detersa                                 ,121,2009-01-12 12:44:43,
175532179010661,2004,1,6106,2004,Northeastern                            ,Platuc,Platismatia                             ,2.0,1,tuckermanii                             ,121,2009-01-12 12:44:43,
175532182010661,2004,1,6706,2004,Northeastern                            ,Punper,Punctelia                               ,31.0,12,perreticulata                           ,121,2009-01-12 12:44:43,
